muni_no,roll_no_txt,municipality,address,units,acres,du_per_acre,built,building_value,type,note
208,104960.000,208 - RM OF HEADINGLEY,29 BLUMBERG TRL,36,3.89,9.3,2022,7170600,,
208,80401.000,208 - RM OF HEADINGLEY,19 HEARTLAND TRL,24,1.18,20.3,2020,5479900,,
208,106300.000,208 - RM OF HEADINGLEY,850 GREEN OAKS LANE,7,27.44,0.3,2019,1567600,,
411,351500.000,411 - CITY OF DAUPHIN,201 HAWTHORNE AVE,50,8.51,5.9,2018,6565100,,
411,285500.000,411 - CITY OF DAUPHIN,133 2ND AVE NW,16,0.36,44.4,2027,640000,,
411,54600.000,411 - CITY OF DAUPHIN,213 MAIN ST N,15,0.21,71.4,2016,857000,,
411,42050.000,411 - CITY OF DAUPHIN,135 1ST AVE SW,14,0.38,36.8,2017,756700,,
411,278500.000,411 - CITY OF DAUPHIN,327 - 331 6TH AVE SE,8,0.38,21.1,2020,646800,,
411,81700.000,411 - CITY OF DAUPHIN,123 2ND AVE NW,8,0.3,26.7,2027,350900,,
411,234200.000,411 - CITY OF DAUPHIN,610 BUCHANON AVE,6,0.32,18.8,2023,498000,,
411,165000.000,411 - CITY OF DAUPHIN,436 - 440 1ST AVE NE,4,0.12,33.3,2020,164500,,
411,217200.000,411 - CITY OF DAUPHIN,102 RAILWAY AVE,4,0.24,16.7,2019,299800,,
411,376900.000,411 - CITY OF DAUPHIN,27 JACKSON ST,4,0.2,20,2022,429700,,
411,73800.000,411 - CITY OF DAUPHIN,121 2ND AVE NE,4,0.15,26.7,2022,244600,,
411,148700.000,411 - CITY OF DAUPHIN,815 MAIN ST S,3,0.14,21.4,2018,223600,,
411,219400.000,411 - CITY OF DAUPHIN,15 RAILWAY AVE,3,0.19,15.8,2017,227600,,
411,362100.000,411 - CITY OF DAUPHIN,318 BUCHANNON AVE,3,0.24,12.5,2025,220100,,
411,49000.000,411 - CITY OF DAUPHIN,217 MAIN ST S,3,0.14,21.4,2016,368600,,
411,50900.000,411 - CITY OF DAUPHIN,121 MAIN ST S,3,0.13,23.1,2026,287900,,
409,117505.000,409 - TOWN OF CARMAN,180 SOUTH PARK DR,68,7.04,9.7,2016,8977200,,
409,5700.000,409 - TOWN OF CARMAN,120 4TH AVE SW,22,2.07,10.6,2022,18129500,,
409,52200.000,409 - TOWN OF CARMAN,11 MAIN ST S,14,0.69,20.3,2024,886300,,
409,42600.000,409 - TOWN OF CARMAN,7 1ST AVE SW,10,0.22,45.5,2025,1343800,,
409,73700.000,409 - TOWN OF CARMAN,48 4TH AVE SW,8,0.71,11.3,2024,900300,,
409,37600.000,409 - TOWN OF CARMAN,105 2nd ST NW,6,0.3,20,2024,863600,,
409,19700.000,409 - TOWN OF CARMAN,80 & 82 MAIN ST S,3,0.17,17.6,2020,233900,,
138,103216.000,138 - RM OF LA BROQUERIE,185 CHEMIN TETRAULT RD,75,14.04,5.3,2024,10740500,,
138,114800.000,138 - RM OF LA BROQUERIE,146 PRINCIPALE ST,11,0.79,13.9,2018,1049500,,
138,113300.000,138 - RM OF LA BROQUERIE,11 CHOISELAT UNITS 1-10 ST,10,0.6,16.7,2016,1042400,,
138,115520.000,138 - RM OF LA BROQUERIE,64 - 82 JEANNE DR,10,0.32,31.2,2022,1201300,,
138,113295.000,138 - RM OF LA BROQUERIE,7 CHOISELAT ST,7,0.6,11.7,2017,614400,,
138,115515.000,138 - RM OF LA BROQUERIE,52 - 62 PROMENADE JEANNE DR,6,0.39,15.4,2018,834300,,
138,114405.156,138 - RM OF LA BROQUERIE,38 DES PIGNONS ST,5,0.26,19.2,2024,716800,,
110,36700.000,110 - RM OF BROKENHEAD,21 - 23 PINE AVE,68,8.72,7.8,2022,7213300,,
110,21335.000,110 - RM OF BROKENHEAD,66 PIERSON DR,42,1.69,24.9,2026,6418000,,
110,248800.000,110 - RM OF BROKENHEAD,38087 MILE 86N,8,37.36,0.2,2026,860800,,
110,13525.000,110 - RM OF BROKENHEAD,68 PIERSON DR,4,0.2,20,2026,632800,,
189,618790.000,189 - RM OF SPRINGFIELD,800 JAFFRAY ST,47,2.63,17.9,2018,9131300,,
189,178800.000,189 - RM OF SPRINGFIELD,628 MAIN ST,24,1.34,17.9,2016,2940300,,
189,179100.000,189 - RM OF SPRINGFIELD,604 MAIN ST,21,0.67,31.3,2018,3027200,,
189,695700.000,189 - RM OF SPRINGFIELD,Unit 862 - 868 WEISER CRES,12,0.65,18.5,2019,1414900,,
189,289760.000,189 - RM OF SPRINGFIELD,68008 PR 212 RD 30E,10,1.92,5.2,2023,314400,,
189,29000.000,189 - RM OF SPRINGFIELD,59004 PR 207 RD 23E,3,26.12,0.1,2026,4846400,,
457,250110.000,457 - TOWN OF THE PAS,524 FAFORD AVE,45,3.72,12.1,2020,2352300,,
457,57450.000,457 - TOWN OF THE PAS,627 CATHEDRAL AVE,36,0.99,36.4,2020,686800,,
457,103300.000,457 - TOWN OF THE PAS,19 2ND ST W,16,0.3,53.3,2016,638800,,
457,103800.000,457 - TOWN OF THE PAS,239 COOK AVE,4,0.2,20,2022,458200,,
457,114000.000,457 - TOWN OF THE PAS,336 CROSSLEY AVE,4,0.2,20,2016,442800,,
457,114400.000,457 - TOWN OF THE PAS,304 CROSSLEY AVE,4,0.18,22.2,2016,410900,,
457,182630.000,457 - TOWN OF THE PAS,17 ST GODDARD ST,4,0.21,19,2017,418600,,
457,17100.000,457 - TOWN OF THE PAS,680 CATHEDRAL AVE E,3,0.23,13,2023,432100,,
435,105000.000,435 - TOWN OF MORRIS,54 Agassiz TRL,24,1.1,21.8,2022,2460600,,
435,105100.000,435 - TOWN OF MORRIS,40 Agassiz TRL,12,1.1,10.9,2023,1695600,,
435,40850.000,435 - TOWN OF MORRIS,40 55 70 REBECCA COVE,12,1.16,10.3,2020,1040300,,
435,105225.000,435 - TOWN OF MORRIS,NA,8,0.24,33.3,2023,1052200,,
435,100890.000,435 - TOWN OF MORRIS,138 Southwood RD,6,0.37,16.2,2022,426100,,
435,105325.000,435 - TOWN OF MORRIS,12 AGASSIZ TRL,6,0.23,26.1,2024,719000,,
435,105350.000,435 - TOWN OF MORRIS,4 AGASSIZ TRL,6,0.22,27.3,2024,722200,,
435,7200.000,435 - TOWN OF MORRIS,339 MAIN ST S,6,0.25,24,2019,429700,,
435,22000.000,435 - TOWN OF MORRIS,161 CHARLES ST W,5,0.33,15.2,2025,350500,,
435,104700.000,435 - TOWN OF MORRIS,1 Agassiz TRL,4,0.25,16,2027,642400,,
435,104775.000,435 - TOWN OF MORRIS,61 - 63 Agassiz TRL,4,0.18,22.2,2025,443400,,
435,104780.000,435 - TOWN OF MORRIS,65 - 67 Agassiz TRL,4,0.2,20,2025,436900,,
435,18100.000,435 - TOWN OF MORRIS,257 BOYNE AVE W,4,0.12,33.3,2027,694000,,
435,43500.000,435 - TOWN OF MORRIS,136 BOYNE AVE E,4,0.18,22.2,2026,493100,,
192,70300.000,192 - RM OF PRAIRIE LAKES,NA,20,2.2,9.1,2025,1801000,,
192,83207.000,192 - RM OF PRAIRIE LAKES,SPRUCE & PINE ST,18,2.07,8.7,2018,2609400,,
192,83209.000,192 - RM OF PRAIRIE LAKES,NLSD,17,1.95,8.7,2018,1663700,,
192,83205.000,192 - RM OF PRAIRIE LAKES,"OAK - ASH ALDER, WILLOW ST",15,0.55,27.3,2025,1078300,,
192,83211.000,192 - RM OF PRAIRIE LAKES,SLSD,8,0.92,8.7,2018,868700,,
192,83453.000,192 - RM OF PRAIRIE LAKES,ANGEL POINT,8,0.92,8.7,2018,1409200,,
192,93339.000,192 - RM OF PRAIRIE LAKES,NA,4,4.92,0.8,2016,223800,,
192,281885.000,192 - RM OF PRAIRIE LAKES,NA,3,0.45,6.7,2026,771700,,
152,205345.000,152 - RM OF MORRIS,20 SPARK ST,18,0.96,18.8,2027,2119400,,
152,205410.000,152 - RM OF MORRIS,1 - 33 SPARK ST,17,1.34,12.7,2025,2716400,,
152,199675.000,152 - RM OF MORRIS,14 SPRUCE CRES,12,1.46,8.2,2018,2563600,,
152,202630.000,152 - RM OF MORRIS,9 Ember DR,12,1.8,6.7,2023,1647500,,
152,199678.000,152 - RM OF MORRIS,NA,8,1.3,6.2,2021,1283000,,
152,205380.000,152 - RM OF MORRIS,41 - 53 SPARK ST,7,0.52,13.5,2027,1042100,,
152,205360.000,152 - RM OF MORRIS,69 - 73 SPARK ST,3,0.3,10,2027,812500,,
152,205385.000,152 - RM OF MORRIS,35 - 39 SPARK ST,3,0.26,11.5,2027,812500,,
152,205420.000,152 - RM OF MORRIS,4 Ash BAY,3,0.21,14.3,2026,508900,,
152,205495.000,152 - RM OF MORRIS,34 Ash BAY,3,0.21,14.3,2026,490800,,
729,419900.000,729 - MEADOW PORTAGE-NORTHERN AFFAIRS ACT,PR 276,86,25.48,3.4,2020,2306300,,
196,377300.000,196 - MUNICIPALITY OF KILLARNEY-TURTLE MOUNTAIN,110 CLARK AVE,34,1.71,19.9,2023,1151200,,
196,446350.000,196 - MUNICIPALITY OF KILLARNEY-TURTLE MOUNTAIN,301 MOUNTAIN AVE,32,0.79,40.5,2026,6003500,,
196,361500.000,196 - MUNICIPALITY OF KILLARNEY-TURTLE MOUNTAIN,411 MOUNTAIN AVE,10,0.69,14.5,2019,1649300,,
105,421910.000,105 - MUNICIPALITY OF BIFROST-RIVERTON,64 MAIN ST N,39,2.08,18.8,2017,2955200,,
105,438500.000,105 - MUNICIPALITY OF BIFROST-RIVERTON,70 MAIN ST,12,0.47,25.5,2017,1028200,,
105,438550.000,105 - MUNICIPALITY OF BIFROST-RIVERTON,5 HELEN AVE,10,0.26,38.5,2025,1116000,,
105,409800.000,105 - MUNICIPALITY OF BIFROST-RIVERTON,NA,8,0.23,34.8,2026,907600,,
105,239550.000,105 - MUNICIPALITY OF BIFROST-RIVERTON,143159 Road 20 E,5,4.65,1.1,2027,306300,,
431,101300.000,431 - TOWN OF MINNEDOSA,169 MAIN ST S,42,0.57,73.7,2019,2486400,,
431,91100.000,431 - TOWN OF MINNEDOSA,WESTVIEW ESTATES,15,1.77,8.5,2017,3102900,,
431,75050.000,431 - TOWN OF MINNEDOSA,140 3RD AVE SW,8,0.65,12.3,2020,992600,,
431,101400.000,431 - TOWN OF MINNEDOSA,149 MAIN ST S,3,0.14,21.4,2026,254100,,
431,110800.000,431 - TOWN OF MINNEDOSA,314 MAIN ST N,3,0.51,5.9,2027,225900,,
116,105670.000,116 - RM OF CORNWALLIS,NA,66,8.66,7.6,2019,4195500,,
182,315200.000,182 - MUNICIPALITY OF ROBLIN,355 6TH AVE NW,59,6.71,8.8,2024,1160900,,
182,346600.000,182 - MUNICIPALITY OF ROBLIN,345 MAIN ST W,3,0.44,6.8,2018,298700,,
121,79800.000,121 - RM OF EAST ST. PAUL,1915 HODDINOTT RD,48,3.78,12.7,2023,11008600,,
121,84010.000,121 - RM OF EAST ST. PAUL,3110 BIRDS HILL RD,8,2.01,4,2023,351900,,
300,32300.000,300 - TOWN OF ARBORG,263 PARK CRES,18,2.44,7.4,2025,2311000,,
300,6820.000,300 - TOWN OF ARBORG,320 THIRD AVE,12,1.24,9.7,2021,1712300,,
300,42000.000,300 - TOWN OF ARBORG,331 FIRST AVE,10,0.97,10.3,2016,849800,,
300,13700.000,300 - TOWN OF ARBORG,508 RIVER RD,6,1.34,4.5,2023,876800,,
300,25400.000,300 - TOWN OF ARBORG,431 CROSSTOWN AVE,5,0.22,22.7,2027,782900,,
300,41730.000,300 - TOWN OF ARBORG,323 FIRST AVE,5,0.58,8.6,2019,426000,,
449,2200.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,19 3RD AVE W,23,0.65,35.4,2016,808000,,
449,118000.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,105 1ST ST S,18,0.88,20.5,2020,4781600,,
449,16400.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,134 5th AVE W,5,0.62,8.1,2019,713800,,
449,16100.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,90 4TH ST S,3,0.42,7.1,2023,319100,,
449,3800.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,16 - 20 4TH AVE W,3,0.15,20,2018,387300,,
449,4100.000,449 - MUNICIPALITY OF SOURIS-GLENWOOD,28 - 32 4TH AVE W,3,0.13,23.1,2018,387300,,
363,30200.000,363 - TOWN OF TEULON,112 BEACH RD E,24,1.24,19.4,2016,712400,,
363,6900.000,363 - TOWN OF TEULON,149 FIRST ST SE,16,0.45,35.6,2017,678300,,
363,37800.000,363 - TOWN OF TEULON,137 FIFTH AVE SE,12,1.01,11.9,2019,1291000,,
146,52210.000,146 - RM OF MACDONALD,180 FOREST DR,46,2.32,19.8,2021,9793000,,
146,447150.000,146 - RM OF MACDONALD,COUNTRY VISTA DR,4,0.56,7.1,2027,1289600,,
429,45500.000,429 - TOWN OF MELITA,198 TOWNSEND DR,48,4.12,11.7,2022,1618000,,
407,78000.000,407 - TOWN OF CARBERRY,555 MAIN ST,17,4.16,4.1,2020,2871300,,
407,78300.000,407 - TOWN OF CARBERRY,442 WHEATLAND DR,8,0.3,26.7,2024,446800,,
407,83700.000,407 - TOWN OF CARBERRY,365 DUFFERIN ST,8,0.45,17.8,2017,847300,,
407,83800.000,407 - TOWN OF CARBERRY,347 DUFFERIN ST,8,0.44,18.2,2017,847300,,
407,15300.000,407 - TOWN OF CARBERRY,111 YOUNG ST,3,0.16,18.8,2016,303500,,
357,21700.000,357 - VILLAGE OF ST. PIERRE-JOLYS,353 SABOURIN ST,36,3.01,12,2026,5147100,,
357,20610.000,357 - VILLAGE OF ST. PIERRE-JOLYS,317 JOUBERT ST,6,0.34,17.6,2026,812500,,
119,146000.000,119 - RM OF DE SALABERRY,30 DE L`EGLISE AV,22,0.74,29.7,2025,1824400,,
119,70150.000,119 - RM OF DE SALABERRY,110 CHEM EAST LAKESHORE RD,9,2.83,3.2,2021,816200,,
119,181610.000,119 - RM OF DE SALABERRY,163 ST. MALO ST,4,0.61,6.6,2022,583200,,
119,173800.000,119 - RM OF DE SALABERRY,76 BOURGEOIS AVE,3,0.13,23.1,2021,223700,,
164,414930.000,164 - MUNICIPALITY OF RHINELAND,16 MAPLE DR,23,1.29,17.8,2017,569800,,
164,437765.000,164 - MUNICIPALITY OF RHINELAND,136 RIVER AVE,8,0.33,24.2,2026,1005300,,
164,401150.000,164 - MUNICIPALITY OF RHINELAND,311 MAIN AVE,4,0.1,40,2021,166700,,
144,329500.000,144 - MUNICIPALITY OF LORNE,88 NOTRE DAME AVE NW,18,2.29,7.9,2017,1594700,,
144,300200.000,144 - MUNICIPALITY OF LORNE,283 NOTRE DAME AVE SW,8,1.6,5,2025,1330000,,
144,53300.000,144 - MUNICIPALITY OF LORNE,36 BAIE DU LAC,5,0.59,8.5,2027,376100,,
144,300700.000,144 - MUNICIPALITY OF LORNE,233 NOTRE DAME AVE SW,3,0.41,7.3,2025,218700,,
616,15900.000,616 - LGD OF PINAWA,20 ALEXANDER AVE,17,1.13,15,2027,1147600,,
616,3980.000,616 - LGD OF PINAWA,70 VANIER AV,16,3.75,4.3,2022,1711500,,
183,371484.000,183 - YELLOWHEAD MUNICIPALITY,520 - 522 MARY ST,27,0.96,28.1,2022,657500,,
445,88350.000,445 - MUNICIPALITY OF RUSSELL-BINSCARTH,607 Main ST N,24,1.1,21.8,2018,2695900,,
445,26500.000,445 - MUNICIPALITY OF RUSSELL-BINSCARTH,203 MEMORIAL AVE N,3,0.24,12.5,2023,229700,,
455,313900.000,455 - TOWN OF SWAN RIVER,1331 1ST ST N,14,1,14,2019,761900,,
455,225200.000,455 - TOWN OF SWAN RIVER,526 MAIN ST,5,0.12,41.7,2022,293300,,
455,159500.000,455 - TOWN OF SWAN RIVER,440 CURRIE RD N,4,0.51,7.8,2020,540700,,
455,41300.000,455 - TOWN OF SWAN RIVER,125 6TH AVE S,3,0.15,20,2025,394100,,
114,211500.000,114 - MUNICIPALITY OF CLANWILLIAM-ERICKSON,59 FIRST ST NE,21,0.69,30.4,2017,450700,,
114,218000.000,114 - MUNICIPALITY OF CLANWILLIAM-ERICKSON,39 MAIN ST,3,0.14,21.4,2023,157500,,
609,47900.000,609 - MUNICIPALITY OF HARRISON PARK,NA,9,93.5,0.1,2025,7511700,,
609,51840.000,609 - MUNICIPALITY OF HARRISON PARK,SPORTYS-OLD RED BARN,9,4.19,2.1,2017,843700,,
609,97650.000,609 - MUNICIPALITY OF HARRISON PARK,12 Victor AVE,6,0.35,17.1,2018,421600,,
175,55214.000,175 - RM OF STE. ANNE,71 - 83 GODARD ST,9,3.44,2.6,2018,1158500,,
175,55198.000,175 - RM OF STE. ANNE,149 DAWSON RD E,8,1.79,4.5,2020,1332400,,
175,65620.000,175 - RM OF STE. ANNE,42122 46 RD N,5,5,1,2020,168400,,
205,31200.000,205 - MUNICIPALITY OF DELORAINE-WINCHESTER,NA,18,19.13,0.9,2027,2338800,,
205,214150.000,205 - MUNICIPALITY OF DELORAINE-WINCHESTER,110 LAKE ST N,4,1.01,4,2025,245100,,
461,144800.000,461 - TOWN OF VIRDEN,580 EDGAR AVE,12,3.84,3.1,2016,1514000,,
461,62100.000,461 - TOWN OF VIRDEN,241 9TH AVE S,6,0.73,8.2,2016,227400,,
461,27600.000,461 - TOWN OF VIRDEN,423 7TH AVE S,4,0.1,40,2018,387800,,
112,123850.000,112 - RM OF CARTIER,11 MAGLOIRE ST,21,2.54,8.3,2018,944600,,
448,34700.000,448 - TOWN OF SNOW LAKE,248 COPPER RD,18,0.87,20.7,2016,2082500,,
448,64600.000,448 - TOWN OF SNOW LAKE,8 TAYLOR BAY,3,0.55,5.5,2023,632700,,
206,74100.000,206 - RM OF WOODLANDS,10123 ROAD 82NW,17,40.13,0.4,2018,1199400,,
206,27400.000,206 - RM OF WOODLANDS,323 ATWELL LANE,3,0.24,12.5,2017,231700,,
133,96750.000,133 - RM OF GREY,78 GORDON AVE,13,1.99,6.5,2020,578800,,
133,87200.000,133 - RM OF GREY,14 RAILWAY AVE,6,0.39,15.4,2018,328000,,
156,324100.000,156 - MUNICIPALITY OF NORTH NORFOLK,66 VICTORIA ST,16,0.76,21.1,2018,2819000,,
333,17595.000,333 - TOWN OF LAC DU BONNET,46 PARK AVE,6,0.16,37.5,2026,1103800,,
333,6300.000,333 - TOWN OF LAC DU BONNET,71 FOURTH ST,6,0.55,10.9,2026,1084300,,
333,7105.000,333 - TOWN OF LAC DU BONNET,86 4th ST,4,0.35,11.4,2016,552500,,
127,357900.000,127 - MUNICIPALITY OF EMERSON-FRANKLIN,28 FIRST ST,12,0.59,20.3,2027,561600,,
127,226515.000,127 - MUNICIPALITY OF EMERSON-FRANKLIN,27092 13N,3,39.91,0.1,2024,246500,,
181,13980.000,181 - RM OF RIDING MOUNTAIN WEST,NA,14,6.95,2,2016,2435000,,
359,13400.000,359 - MUNICIPALITY OF STE. ROSE,613 - 615 THIRD AVE E,8,0.31,25.8,2016,571700,,
359,300.000,359 - MUNICIPALITY OF STE. ROSE,120 - 150 ELEVATOR ST E,4,6.57,0.6,2022,471000,,
600,133747.000,600 - RM OF ALEXANDER,107010 304 PR RD,8,3.41,2.3,2023,291600,,
600,112600.000,600 - RM OF ALEXANDER,104058 PTH 11,4,0.48,8.3,2023,305300,,
612,117200.000,612 - RM OF STUARTBURN,225 - 227 1ST ST W,12,3.03,4,2023,1913600,,
176,653900.000,176 - RM OF ST. CLEMENTS,210 ARNHOLD ST,6,0.68,8.8,2024,276000,,
176,660430.000,176 - RM OF ST. CLEMENTS,60 ARNHOLD ST,5,0.66,7.6,2024,419300,,
184,212000.000,184 - RM OF SIFTON,130 CAMERON ST W,11,0.29,37.9,2025,974600,,
619,1500.000,619 - TOWN OF GILLAM,223 RAILWAY AVE,11,0.14,78.6,2016,759400,,
153,262700.000,153 - MUNICIPALITY OF BOISSEVAIN-MORTON,550 MILL RD,6,1.46,4.1,2020,736000,,
153,237200.000,153 - MUNICIPALITY OF BOISSEVAIN-MORTON,478 CHERRY ST,4,0.28,14.3,2017,377800,,
168,75000.000,168 - RM OF ROCKWOOD,166 DUFFERIN DR,10,0.55,18.2,2027,1441200,,
187,234570.000,187 - MUNICIPALITY OF GLENBORO-SOUTH CYPRESS,104 - 114 MILES ST,10,3.95,2.5,2017,748800,,
606,462550.000,606 - RM OF GRAHAMDALE,193 BIG ROCK RD,7,59.87,0.1,2016,232500,,
606,433100.000,606 - RM OF GRAHAMDALE,50010 ROAD 190 N,3,12.39,0.2,2026,811200,,
178,25932.000,178 - RM OF ST. LAURENT,Father Guy Lavallee BAY,9,9.52,0.9,2022,1453600,,
162,39000.000,162 - RM OF PIPESTONE,125 - 133 SIXTH ST,4,0.48,8.3,2018,279600,,
162,54870.000,162 - RM OF PIPESTONE,THIRD AVE,4,1.29,3.1,2018,613600,,
177,111900.000,177 - RM OF ST. FRANCOIS XAVIER,1005 26 HWY,8,0.84,9.5,2018,618000,,
331,46300.000,331 - HAMIOTA MUNICIPALITY,74 MAPLE AVE E,8,0.89,9,2020,824600,,
443,16700.000,443 - RIVERDALE MUNICIPALITY,529 3RD AVE,4,0.32,12.5,2016,419100,,
443,34800.000,443 - RIVERDALE MUNICIPALITY,427 MAIN ST,4,0.3,13.3,2022,470800,,
167,234150.000,167 - CARTWRIGHT-ROBLIN MUNICIPALITY,545/555/ - 565/575 SOUTH RAILW,4,0.96,4.2,2016,296400,,
167,211300.000,167 - CARTWRIGHT-ROBLIN MUNICIPALITY,645 BROADWAY ST,3,0.16,18.8,2022,206500,,
465,39700.000,465 - TOWN OF WINNIPEG BEACH,268 NO 9 HWY,6,0.34,17.6,2021,586200,,
750,67300.000,750 - FISHER BAY-NORTHERN AFFAIRS ACT,NA,3,152.26,0,2022,289600,,
750,67690.000,750 - FISHER BAY-NORTHERN AFFAIRS ACT,NA,3,76.12,0,2022,244100,,
605,457660.000,605 - RM OF FISHER,21 HERITAGE ROW,5,2.08,2.4,2017,513800,,
704,244450.000,704 - GODS LAKE NARROWS-NORTHERN AFFAIRS ACT,NA,5,1.23,4.1,2022,232600,,
707,96362.000,707 - INCORPORATED COMMUNITY OF CROSS LAKE,601 SETTEE DR,5,0.58,8.6,2016,269600,,
111,438605.000,111 - MUNICIPALITY OF GRASSLAND,216 QUEEN ST,4,0.3,13.3,2019,298800,,
145,335060.000,145 - MUNICIPALITY OF LOUISE,6 - 12 NORTH RAILWAY AVE E,4,0.79,5.1,2018,424300,,
157,221550.000,157 - MUNICIPALITY OF OAKLAND-WAWANESA,204 COMMERCIAL ST,4,0.38,10.5,2024,624400,,
174,217700.000,174 - RM OF ST. ANDREWS,35 STEVENS AVE E,4,0.99,4,2025,339600,,
323,35700.000,323 - GILBERT PLAINS MUNICIPALITY,109 - 115 SCHOOL ST,4,0.69,5.8,2016,318400,,
700,249015.000,700 - MUNICIPAL AND NORTHERN RELATIONS,NA,4,78.59,0.1,2022,1848200,,
715,123400.000,715 - THICKET PORTAGE-NORTHERN AFFAIRS ACT,NA,4,4,1,2025,516500,,
782,48800.000,782 - BARROWS-NORTHERN AFFAIRS ACT,NA,4,2.75,1.5,2025,428500,,
115,38300.000,115 - RM OF COLDWELL,103138 HWY 6,3,7.84,0.4,2023,193000,,
124,49210.000,124 - RM OF ELTON,60028 ROAD 109W,3,2.03,1.5,2019,445600,,
151,124400.000,151 - RM OF MONTCALM,151 - 153 CARON ST,3,0.38,7.9,2020,271000,,
169,70805.000,169 - RM OF ROLAND,Unit 1-3 - 40 PACIFIC AVE,3,0.32,9.4,2022,267400,,
188,222500.000,188 - MUNICIPALITY OF NORFOLK TREHERNE,54080 PTH2,3,1.21,2.5,2027,274400,,
198,106540.000,198 - RM OF VICTORIA BEACH,19 ATEAH RD,3,1.03,2.9,2024,336800,,
200,378700.000,200 - MUNICIPALITY OF WESTLAKE-GLADSTONE,113 BROADWAY AVE E,3,0.52,5.8,2018,211200,,
702,196100.000,702 - MUNICIPAL AND NORTHERN RELATIONS,NA,3,205.01,0,2023,279100,,
